tracking_number,shipment_date,estimated_delivery,actual_delivery,origin_city,destination_city,weight_kg,pieces,status,customer_email,driver_employee_id,route_code,carrier_tracking_number,delivery_notes
FF-122528,05/18/2022,2022-05-19,2022-05-20,Anaheim,Riverside,9.1,45,DELIVERED,riggsjoseph@example.com,EMP-009,RT-007,,
FF-122529,2023-07-01,2023-07-04,2023-07-08,San Bernardino,Ontario,72.96,4,DELIVERED,gdickson@example.net,EMP-014,RT-008,,Painting address consumer.
FF-122530,02/17/2022,02/22/2022,2022-02-21,Riverside,Long Beach,200.11,22,DELIVERED,randyperez@example.com,EMP-040,RT-002,,
FF-122531,2022-03-17,2022-03-21,03/19/2022,Anaheim,San Bernardino,4.98,10,DELIVERED,operry@example.org,EMP-002,RT-016,,Time summer hope such watch step population surface.
FF-122532,2025-10-09,2025-10-10,2025-10-09,Long Beach,Pomona,19.25,46,DELIVERED,tallen@example.com,EMP-009,RT-012,,
FF-122533,12/26/2022,2022-12-28,,Irvine,Ontario,21.97,24,IN_TRANSIT,jordankatelyn@example.com,EMP-007,RT-027,CTN394344682,Father section whose option not little go.
FF-122534,2024-11-29,12/03/2024,,Riverside,Irvine,13.71,36,OUT_FOR_DELIVERY,lschneider@example.org,EMP-043,RT-022,CTN745528132,Table language to live.
FF-122535,2024-06-12,2024-06-15,2024-06-20,Los Angeles,San Bernardino,108.71,7,DELIVERED,edavis@example.com,EMP-011,RT-025,,Word design someone environmental person indeed their.
FF-122536,12/19/2023,2023-12-22,,Pomona,Anaheim,31.86,41,PENDING,johnsonjulie@example.org,EMP-033,RT-003,,
FF-122537,09/22/2023,09/25/2023,,Anaheim,Fontana,16.88,3,OUT_FOR_DELIVERY,jrowland@example.net,EMP-043,RT-013,,Prepare education well stop pretty instead.
FF-122538,2023-04-06,2023-04-08,,Los Angeles,Corona,20.72,21,PICKED_UP,johntaylor@example.net,EMP-035,RT-023,,
FF-122539,2024-04-28,05/02/2024,2024-05-03,Long Beach,Riverside,102.8,48,DELIVERED,rubenschneider@example.org,EMP-050,RT-017,CTN271171750,Bank building sure lead.
FF-122540,2024-05-02,2024-05-03,,Long Beach,Riverside,-7.29,19,PENDING,kyle78@example.org,EMP-013,RT-002,,Middle claim difference case miss series son hold nearly.
FF-122541,2023-07-08,2023-07-12,,Corona,San Bernardino,142.24,4,PENDING,kdavis@example.com,EMP-013,RT-017,,
FF-122542,02/02/2026,02/03/2026,,Corona,Pomona,3.15,46,IN_TRANSIT,hicksfrancisco@example.net,EMP-001,RT-008,,Think describe whatever face.
FF-122543,2023-08-14,2023-08-18,2023-08-23,Fontana,Long Beach,20.39,13,DELIVERED,kevincarr@example.org,EMP-050,RT-024,CTN734322558,Direction treat her teach stay near local town success.
FF-122544,2026-01-16,01/18/2026,,Los Angeles,Pomona,57.29,7,IN_TRANSIT,imoore@example.org,EMP-001,RT-006,,
FF-122545,01/18/2023,2023-01-19,,Corona,Riverside,99.49,29,OUT_FOR_DELIVERY,danielfritz@example.com,EMP-006,RT-024,,
FF-122546,2022-02-17,2022-02-22,,San Bernardino,Los Angeles,8.82,48,PENDING,eelliott@example.net,EMP-021,RT-017,,Catch PM trial.
FF-122547,2025-02-05,02/10/2025,,Anaheim,Pomona,181.68,5,OUT_FOR_DELIVERY,john68@example.net,EMP-013,RT-002,,Agreement president least source.
FF-122548,2023-05-01,2023-05-04,,Anaheim,Ontario,25.41,47,IN_TRANSIT,rfreeman@example.net,EMP-035,RT-016,,Accept economic upon quality per camera theory camera actually break.
FF-122549,10/31/2021,2021-11-05,,Ontario,Pomona,6.42,47,PENDING,tracylawson@example.org,EMP-010,RT-011,,Beat you ahead responsibility of film again law current result.
FF-122550,2021-11-04,2021-11-08,,Los Angeles,Irvine,52.11,35,PENDING,ghaynes@example.net,EMP-030,RT-027,,Magazine provide he paper.
FF-122551,2023-08-05,2023-08-08,08/13/2023,Riverside,Anaheim,30.19,30,DELIVERED,ijones@example.com,EMP-017,RT-029,,So eye us note pattern down.
FF-122552,2023-04-02,04/03/2023,,Fontana,Anaheim,25.53,39,IN_TRANSIT,jennifer84@example.com,EMP-037,RT-010,,Activity bring moment public everybody long without financial piece money speech.
FF-122553,2022-06-08,2022-06-13,2022-06-13,Corona,San Bernardino,25.18,38,DELIVERED,donald27@example.com,EMP-003,RT-026,,Far eye.
FF-122554,2024-02-01,02/06/2024,,Ontario,Pomona,145.3,11,DELAYED,jonestracy@example.org,EMP-004,RT-030,,
FF-122555,2025-06-04,06/05/2025,,Fontana,Ontario,75.47,37,IN_TRANSIT,jennifer93@example.org,EMP-021,RT-008,CTN376488806,Stuff mind politics else long parent middle hard available soldier table need economic many.
FF-122556,01/31/2026,2026-02-03,02/08/2026,Fontana,Ontario,27.7,22,DELIVERED,aaron92@example.com,EMP-047,RT-008,,Cause American effect list space read fight summer.
FF-122557,03/11/2024,03/12/2024,2024-03-03,Irvine,Ontario,52.58,46,DELIVERED,erinbrown@example.com,EMP-031,RT-003,,Check woman town ever effort TV person bar article.
FF-122558,02/15/2026,2026-02-18,2026-02-18,San Bernardino,Anaheim,83.1,26,DELIVERED,jonathan94@example.org,EMP-017,RT-017,CTN574985572,Oil foreign kitchen off.
FF-122559,2024-02-06,2024-02-09,2024-02-14,Riverside,Irvine,146.52,17,DELIVERED,josephbennett@example.net,EMP-005,RT-018,CTN947005083,Second scientist me room item rate officer.
FF-122560,2024-05-29,05/30/2024,,San Bernardino,Fontana,105.93,26,IN_TRANSIT,dianereynolds@example.net,EMP-043,RT-025,CTN558400489,
FF-122561,2022-09-07,2022-09-09,,Los Angeles,Pomona,92.59,37,DELAYED,denisecardenas@example.org,EMP-013,RT-012,,
FF-122562,2026-04-11,2026-04-13,,Anaheim,Long Beach,236.17,34,IN_TRANSIT,villanuevasabrina@example.net,EMP-026,RT-001,,
FF-122563,08/28/2025,2025-09-02,,Fontana,Ontario,5.86,1,PENDING,derrick02@example.net,EMP-034,RT-013,,Cold will capital poor bag news whole place.
FF-122564,08/21/2025,2025-08-24,2025-08-23,Ontario,Los Angeles,29.87,45,DELIVERED,yhernandez@example.org,EMP-042,RT-025,CTN286265578,
FF-122565,06/22/2025,2025-06-26,,Long Beach,Riverside,111.87,48,PENDING,valenciabrittany@example.org,EMP-031,RT-012,,Base around country.
FF-122566,2023-02-26,2023-03-03,,Fontana,Ontario,7.95,28,OUT_FOR_DELIVERY,melissabradford@example.com,EMP-043,RT-028,,Animal yourself among speech religious evening.
FF-122567,08/28/2025,09/01/2025,09/03/2025,Long Beach,Pomona,68.38,14,DELIVERED,melissa75@example.com,EMP-028,RT-014,,Form parent appear ask action.
FF-122568,2024-01-11,01/12/2024,,Long Beach,Anaheim,57.54,1,OUT_FOR_DELIVERY,hendrickslaura@example.org,EMP-010,RT-002,CTN740587814,Dog lead meeting within production analysis.
FF-122569,09/17/2022,2022-09-18,,Ontario,Pomona,14.39,17,DELAYED,meyerashley@example.net,EMP-013,RT-019,,Cut deal huge also later.
FF-122570,04/21/2022,04/26/2022,,Fontana,Riverside,30.57,9,IN_TRANSIT,whitemarcia@example.com,EMP-032,RT-009,,
FF-122571,2024-11-18,2024-11-20,,Riverside,Ontario,91.27,22,PICKED_UP,timothyhartman@example.net,EMP-049,RT-012,,Fast painting few this determine raise.
FF-122572,2022-01-14,2022-01-17,,Corona,Long Beach,105.22,31,DELAYED,elizabeth21@example.com,EMP-042,RT-013,CTN734714026,
FF-122573,2021-06-11,2021-06-14,,Riverside,Fontana,13.14,21,IN_TRANSIT,,EMP-034,RT-019,,
FF-122574,2023-02-08,2023-02-09,,Pomona,Fontana,57.9,6,PICKED_UP,whitneymueller@example.com,EMP-036,RT-022,,
FF-122575,04/06/2024,2024-04-08,,Irvine,Ontario,19.56,13,IN_TRANSIT,shannonrubio@example.org,EMP-043,RT-024,,
FF-122576,09/30/2024,2024-10-04,,Irvine,Los Angeles,10.04,24,IN_TRANSIT,christiepaul@example.org,EMP-038,RT-005,,Training article challenge approach along fall level.
FF-122577,08/23/2022,2022-08-24,,Los Angeles,Anaheim,24.99,49,IN_TRANSIT,juliakerr@example.net,EMP-009,RT-026,,High democratic skin protect stay space street her computer anything must.
FF-122578,06/24/2023,06/28/2023,07/01/2023,Corona,Riverside,57.36,46,DELIVERED,bradleyjason@example.com,EMP-040,RT-010,CTN307039873,Their million new education lot.
FF-122579,06/27/2024,2024-07-02,,Riverside,Corona,125.53,45,PENDING,taylorbriggs@example.net,EMP-027,RT-017,,
FF-122580,2022-09-22,2022-09-24,,Corona,Long Beach,5.19,32,PENDING,briannaparker@example.org,EMP-021,RT-026,,
FF-122581,10/23/2021,2021-10-26,,Irvine,Ontario,16.63,6,DELAYED,sfox@example.net,EMP-001,RT-029,,Car statement others level official trip.
FF-122582,2024-12-20,2024-12-21,,Corona,Pomona,7.77,6,PICKED_UP,andersondevin@example.org,EMP-046,RT-006,CTN494396339,Light appear ten in throughout long Congress practice grow bag wonder mind.
FF-122583,2022-12-12,2022-12-16,12/16/2022,Irvine,Ontario,16.56,46,DELIVERED,fostercraig@example.net,EMP-014,RT-004,,Maybe tree care western born throw time simply.
FF-122584,01/05/2023,2023-01-08,,Pomona,Irvine,246.54,44,PENDING,perrylinda@example.org,EMP-045,RT-003,,Federal fear industry cultural.
FF-122585,2022-06-04,06/09/2022,2022-06-10,San Bernardino,Los Angeles,21.95,18,DELIVERED,michaelharrington@example.net,EMP-050,RT-025,,
FF-122586,10/24/2023,10/28/2023,2023-10-26,Anaheim,Fontana,63.25,33,DELIVERED,larryperkins@example.com,EMP-033,RT-016,,
FF-122587,02/11/2022,2022-02-14,,Ontario,Anaheim,22.04,17,PENDING,robinjohnson@example.net,EMP-024,RT-022,CTN155933504,
FF-122588,2026-01-07,2026-01-11,,Pomona,Anaheim,48.63,3,PENDING,andrew67@example.net,EMP-034,RT-011,,Throughout bag ground power drive identify TV some.
FF-122589,10/12/2022,2022-10-17,,Ontario,Irvine,16.53,23,IN_TRANSIT,ianderson@example.com,EMP-017,RT-004,,
FF-122590,2023-06-30,2023-07-03,,Pomona,San Bernardino,18.97,9,PENDING,mbradford@example.com,EMP-038,RT-007,CTN151232620,Until scene ok current recent order.
FF-122591,2025-05-22,2025-05-27,05/26/2025,Ontario,Anaheim,22.14,45,DELIVERED,cynthia77@example.net,EMP-032,RT-012,,Quite true born development pay.
FF-122592,2023-03-09,2023-03-10,,Fontana,Los Angeles,23.84,5,PICKED_UP,lori24@example.net,EMP-026,RT-022,,
FF-122593,06/17/2024,2024-06-20,,Ontario,Corona,17.44,42,PENDING,sarahthompson@example.com,EMP-036,RT-005,,Military management happen like what control training say trade finish professional.
FF-122594,2021-11-08,11/12/2021,,Riverside,Corona,34.23,37,PENDING,chloe71@example.net,EMP-017,RT-020,CTN328018779,
FF-122595,2024-10-30,11/02/2024,11/05/2024,Fontana,Long Beach,25.9,5,DELIVERED,thomasanderson@example.org,EMP-024,RT-018,,
FF-122596,2025-07-21,2025-07-25,,Ontario,Los Angeles,22.34,12,IN_TRANSIT,pjones@example.com,EMP-041,RT-015,,Between end not.
FF-122597,2023-02-11,2023-02-15,2023-02-19,Corona,Riverside,104.05,20,DELIVERED,upark@example.net,EMP-034,RT-020,,May seven many car ready computer.
FF-122598,2023-01-12,2023-01-13,,Los Angeles,Pomona,107.25,5,IN_TRANSIT,anthony55@example.net,EMP-035,RT-010,,Smile quickly support stock main skill idea be.
FF-122599,2022-11-17,2022-11-18,,Long Beach,San Bernardino,13.54,1,OUT_FOR_DELIVERY,renee11@example.org,EMP-048,RT-010,,Religious already few.
FF-122600,07/29/2025,2025-08-01,2025-08-05,Ontario,Long Beach,19.71,20,DELIVERED,alextucker@example.net,EMP-016,RT-005,,Mean until artist happy tough your example.
FF-122601,2025-05-14,2025-05-17,,Los Angeles,Ontario,4.32,12,PICKED_UP,dhall@example.org,EMP-028,RT-004,CTN532491697,Finally happen environmental left.
FF-122602,2023-07-13,07/14/2023,,Irvine,Corona,10.85,1,OUT_FOR_DELIVERY,james73@example.com,EMP-019,RT-027,CTN962444664,
FF-122603,2022-09-09,2022-09-12,,Pomona,Ontario,24.23,14,IN_TRANSIT,douglasandrew@example.org,EMP-042,RT-021,,Board total product pressure believe long prepare occur store throughout so.
FF-122604,2022-12-21,2022-12-22,2022-12-27,Fontana,Long Beach,19.66,33,DELIVERED,colerachel@example.com,EMP-043,RT-001,,
FF-122605,10/13/2022,2022-10-18,,San Bernardino,Fontana,63.14,36,DELAYED,victoriaanderson@example.org,EMP-010,RT-011,,Him keep argue my give scene Republican agree mother may future reduce issue main.
FF-122606,12/27/2024,01/01/2025,2025-01-02,Ontario,Fontana,11.36,19,DELIVERED,juliajones@example.com,EMP-010,RT-002,,Wish customer could source test democratic mind affect son nature.
FF-122607,2024-02-19,2024-02-24,,Riverside,Fontana,44.34,42,PENDING,michael62@example.net,EMP-049,RT-023,,But care our condition why impact say.
FF-122608,2023-09-03,09/04/2023,,Riverside,Long Beach,36.03,24,PICKED_UP,garciakathy@example.org,EMP-027,RT-008,,
FF-122609,2024-10-20,2024-10-22,,Fontana,Irvine,104.13,16,PENDING,michael19@example.org,EMP-044,RT-020,CTN580487475,
FF-122610,02/08/2023,2023-02-13,,Anaheim,Ontario,81.94,47,DELAYED,christine04@example.com,EMP-035,RT-028,CTN746293249,
FF-122611,2024-08-11,08/12/2024,,Riverside,Long Beach,29.03,33,PICKED_UP,crystal47@example.org,EMP-004,RT-003,,Defense look experience.
FF-122612,2024-01-30,2024-02-03,,Los Angeles,San Bernardino,81.3,10,PENDING,dwoods@example.com,EMP-046,RT-025,,Him hour mouth box by scene best.
FF-122613,2024-01-27,2024-01-28,,Corona,Pomona,40.21,31,IN_TRANSIT,seth26@example.org,EMP-012,RT-017,,Arm behind story democratic feeling.
FF-122614,2025-10-02,2025-10-04,2025-10-06,Riverside,Long Beach,3.46,26,DELIVERED,irivera@example.org,EMP-021,RT-024,CTN488563686,Step source season provide show item activity two.
FF-122615,2025-01-03,2025-01-08,,Irvine,Long Beach,148.56,50,PENDING,wpalmer@example.com,EMP-021,RT-021,,
FF-122616,10/07/2023,2023-10-09,,Pomona,Riverside,16.66,8,IN_TRANSIT,snewman@example.net,EMP-034,RT-015,,Blood space American factor family rule after listen however let.
FF-122617,2025-09-30,10/05/2025,,Corona,San Bernardino,48.41,13,IN_TRANSIT,ejohnson@example.net,EMP-029,RT-022,,
FF-122618,2025-07-24,2025-07-26,,Riverside,Irvine,34.09,29,OUT_FOR_DELIVERY,melissa98@example.net,EMP-040,RT-001,CTN189901400,Blue pick later might act according.
FF-122619,2026-02-22,2026-02-23,,Ontario,Riverside,19.76,12,OUT_FOR_DELIVERY,oconnellerica@example.net,EMP-016,RT-017,,Respond huge good and place red spring second.
FF-122620,2023-08-25,2023-08-26,,Irvine,Pomona,30.12,47,OUT_FOR_DELIVERY,dennis12@example.org,EMP-041,RT-013,,Production occur later fear clearly now land foot.
FF-122621,2025-05-30,06/03/2025,,Fontana,Los Angeles,32.09,26,OUT_FOR_DELIVERY,randallwagner@example.net,EMP-016,RT-030,,Pick board quite sit itself military computer.
FF-122622,03/23/2024,03/24/2024,2024-03-28,Riverside,Anaheim,58.45,33,DELIVERED,oross@example.net,EMP-043,RT-022,,
FF-122623,2026-05-15,2026-05-16,,Los Angeles,Irvine,88.28,20,IN_TRANSIT,barbara30@example.com,EMP-005,RT-002,,Firm game just discover glass research.
FF-122624,2024-11-09,11/14/2024,11/18/2024,Corona,San Bernardino,375.28,6,DELIVERED,joseph29@example.com,EMP-010,RT-020,,
FF-122625,05/15/2024,2024-05-20,05/19/2024,Los Angeles,Corona,32.23,9,DELIVERED,douglasrivas@example.org,EMP-014,RT-005,,Seem letter enter political big.
FF-122626,2021-10-19,2021-10-23,,Ontario,Fontana,24.98,2,PICKED_UP,dgood@example.org,EMP-021,RT-010,CTN796060105,
FF-122627,2023-06-27,07/01/2023,,Los Angeles,Ontario,18.48,26,PENDING,ronald69@example.org,EMP-008,RT-029,,Brother culture just.
FF-122628,2022-11-22,2022-11-26,,Irvine,Anaheim,111.22,13,PENDING,james49@example.org,EMP-001,RT-005,,Customer government fear trip factor throughout.
FF-122629,03/19/2022,2022-03-23,,Ontario,Riverside,84.14,6,IN_TRANSIT,williamphelps@example.net,EMP-030,RT-027,,Hear left president certainly great recently cup.
FF-122630,2024-01-05,2024-01-08,2024-01-13,Irvine,Corona,27.29,18,DELIVERED,victoriawalker@example.com,EMP-024,RT-012,,Good box oil mother price guess country raise Republican.
FF-122631,2024-01-25,01/26/2024,2024-01-26,San Bernardino,Irvine,83.57,28,DELIVERED,michelleoliver@example.net,EMP-049,RT-013,,Hot recent later then animal sit class raise article such here.
FF-122632,2022-12-16,2022-12-18,,Long Beach,Corona,72.11,46,IN_TRANSIT,heather39@example.com,EMP-010,RT-007,CTN135627259,Of hope place physical away hospital receive candidate onto support.
FF-122633,03/15/2026,03/19/2026,03/23/2026,Corona,Fontana,47.31,47,DELIVERED,andrearobinson@example.com,EMP-030,RT-003,,Resource one chance big him center.
FF-122634,10/01/2023,2023-10-06,10/11/2023,Ontario,Corona,2.59,24,DELIVERED,carrie44@example.org,EMP-042,RT-027,,
FF-122635,2022-05-29,2022-05-30,,Fontana,Pomona,13.44,9,IN_TRANSIT,brooke98@example.net,EMP-026,RT-024,,
FF-122636,07/11/2022,2022-07-13,,Long Beach,Pomona,45.41,38,OUT_FOR_DELIVERY,harrisjennifer@example.net,EMP-025,RT-018,CTN196408160,Feeling your group story key so see themselves range.
FF-122637,2022-02-08,2022-02-12,,Los Angeles,Irvine,14.82,35,PICKED_UP,jbass@example.org,EMP-040,RT-026,,
FF-122638,2022-04-30,2022-05-02,,Long Beach,Riverside,35.67,42,PICKED_UP,amanda94@example.com,EMP-032,RT-003,,
FF-122639,2022-12-09,2022-12-12,,Anaheim,Los Angeles,86.27,31,PICKED_UP,nmeyer@example.org,EMP-014,RT-004,CTN304202257,Pay piece media trouble city land rest much every brother something.
FF-122640,2024-07-26,2024-07-31,2024-08-04,Fontana,Pomona,101.49,6,DELIVERED,hilldavid@example.com,EMP-024,RT-021,,If learn picture per.
FF-122641,10/18/2024,2024-10-23,2024-10-28,Anaheim,San Bernardino,478.15,6,DELIVERED,kelleytracy@example.com,EMP-047,RT-012,,
FF-122642,2024-06-23,06/25/2024,2024-06-25,Irvine,San Bernardino,23.34,50,DELIVERED,sullivanrobert@example.org,EMP-031,RT-007,,Seek price drug full goal fall grow impact.
FF-122643,2025-03-28,03/29/2025,,Corona,Pomona,69.92,12,PICKED_UP,amanda64@example.org,EMP-026,RT-008,,Some wear item second form name state phone this hand suggest course instead must whose.
FF-122644,2025-01-28,01/31/2025,,Pomona,San Bernardino,58.93,32,PENDING,coleramirez@example.com,EMP-011,RT-029,,
FF-122645,2024-05-31,06/02/2024,,Ontario,Los Angeles,73.82,15,IN_TRANSIT,umcneil@example.net,EMP-011,RT-016,CTN862891942,Strong popular cover charge write pay seat realize run message west professional however good.
FF-122646,2023-12-10,2023-12-11,2023-12-16,Fontana,Ontario,141.08,32,DELIVERED,ijohnson@example.com,EMP-046,RT-012,CTN890591156,Information end policy.
FF-122647,2021-11-09,2021-11-14,,Fontana,Ontario,170.93,43,DELAYED,ufoster@example.com,EMP-030,RT-012,CTN255335073,
FF-122648,2025-12-31,01/03/2026,,Anaheim,Riverside,36.36,6,OUT_FOR_DELIVERY,elizabethprice@example.com,EMP-036,RT-018,,
FF-122649,2023-11-15,2023-11-16,,Fontana,Ontario,39.59,49,IN_TRANSIT,ashleymassey@example.net,EMP-018,RT-019,,
FF-122650,2025-01-14,01/16/2025,,Corona,Ontario,78.51,39,OUT_FOR_DELIVERY,kristyortega@example.net,EMP-007,RT-009,CTN833648126,Enjoy decade energy size address chair.
FF-122651,2022-07-02,2022-07-03,,Fontana,Corona,28.83,47,PICKED_UP,harrisonadam@example.org,EMP-002,RT-012,CTN190804301,
FF-122652,08/26/2025,2025-08-27,,Los Angeles,Fontana,24.0,37,IN_TRANSIT,omartinez@example.org,EMP-009,RT-007,,Pm phone food maybe miss response seek.
FF-122653,2025-06-19,06/23/2025,2025-06-22,San Bernardino,Anaheim,37.05,48,DELIVERED,paula20@example.org,EMP-028,RT-018,,Main direction happen health cut.
FF-122654,2023-01-13,2023-01-14,,San Bernardino,Los Angeles,49.46,23,PICKED_UP,kathrynjohnson@example.net,EMP-006,RT-016,CTN171714849,Responsibility here crime all voice team accept perhaps.
FF-122655,07/12/2025,07/13/2025,,Fontana,Pomona,172.59,6,IN_TRANSIT,howardlarry@example.com,EMP-042,RT-013,,Instead wish tell wind shoulder while candidate option community party best eat recent.
FF-122656,2023-03-08,2023-03-12,,San Bernardino,Ontario,24.92,23,OUT_FOR_DELIVERY,rbenton@example.net,EMP-004,RT-010,CTN201808878,
FF-122657,2024-04-02,04/07/2024,,Long Beach,Ontario,19.66,1,PENDING,sthomas@example.com,EMP-014,RT-017,,Side wind air least why.
FF-122658,2024-12-01,12/06/2024,,Long Beach,Corona,38.14,24,IN_TRANSIT,lopezjay@example.org,EMP-039,RT-014,,
FF-122659,01/14/2024,2024-01-19,,Anaheim,Irvine,49.13,33,PICKED_UP,qsmith@example.com,EMP-041,RT-012,CTN457221872,
FF-122660,08/19/2021,08/23/2021,,San Bernardino,Ontario,47.88,33,PENDING,mossterri@example.org,EMP-020,RT-004,,Out describe remain poor hand key material trip family.
FF-122661,2023-11-14,2023-11-17,2023-11-20,Riverside,Fontana,86.96,26,DELIVERED,ericharris@example.net,EMP-021,RT-026,,
FF-122662,2023-04-06,2023-04-10,2023-04-12,Ontario,Anaheim,19.56,39,DELIVERED,spennington@example.com,EMP-035,RT-012,CTN103341991,
FF-122663,06/17/2024,06/20/2024,,Pomona,Riverside,133.98,49,IN_TRANSIT,jerry71@example.org,EMP-007,RT-001,CTN144838028,Pull hard various.
FF-122664,2025-05-21,2025-05-24,,San Bernardino,Fontana,17.7,50,IN_TRANSIT,bcollins@example.net,EMP-010,RT-022,,Environment war season business need item.
FF-122665,2021-09-11,09/12/2021,,Corona,Irvine,21.24,11,PENDING,feverett@example.net,EMP-036,RT-024,,Individual enter single important success eat scientist.
FF-122666,2023-10-22,2023-10-23,,Los Angeles,Ontario,82.01,18,IN_TRANSIT,bellkelsey@example.com,EMP-050,RT-020,,List another meeting remember realize ok.
FF-122667,2025-11-26,2025-11-27,,San Bernardino,Los Angeles,15.2,29,PICKED_UP,browncaroline@example.com,EMP-023,RT-028,,Low likely special.
FF-122668,09/19/2022,2022-09-23,,Long Beach,Corona,108.0,37,IN_TRANSIT,nwilliams@example.net,EMP-002,RT-008,,Approach become call probably point.
FF-122669,05/08/2023,2023-05-13,,Long Beach,Riverside,10.49,8,IN_TRANSIT,scottjacob@example.net,EMP-024,RT-014,CTN771314156,Marriage page money thank what finally rise strategy lead.
FF-122670,2024-09-28,2024-10-02,,Irvine,Pomona,8.17,37,DELAYED,alfred07@example.org,EMP-032,RT-020,,
FF-122671,2022-01-31,02/04/2022,,Corona,Long Beach,98.39,2,PENDING,ycarter@example.org,EMP-032,RT-011,,Raise senior arrive Democrat agree plan each range fast.
FF-122672,09/09/2021,09/14/2021,09/18/2021,Long Beach,Riverside,69.1,20,DELIVERED,opark@example.net,EMP-002,RT-012,,Likely standard fish option me member the.
FF-122673,2021-11-13,2021-11-18,,Los Angeles,Riverside,51.46,42,IN_TRANSIT,beckerkristen@example.org,EMP-002,RT-026,,Good still plant family.
FF-122674,2023-01-25,2023-01-27,,Irvine,Long Beach,75.56,28,PENDING,mgarza@example.org,EMP-026,RT-028,,
FF-122675,12/10/2023,2023-12-11,,Long Beach,San Bernardino,202.47,6,IN_TRANSIT,foxtheodore@example.com,EMP-019,RT-015,,Show talk Mr fall activity conference say who over service change action and.
FF-122676,2025-11-25,2025-11-30,,Los Angeles,Pomona,45.44,5,IN_TRANSIT,belldanielle@example.org,EMP-042,RT-015,,
FF-122677,2025-10-31,11/04/2025,11/03/2025,Fontana,Riverside,9.53,24,DELIVERED,olsonandrew@example.com,EMP-018,RT-030,,Space election budget avoid cause fund kid mouth small probably door people center argue.
FF-122678,2022-11-30,2022-12-01,2022-12-01,San Bernardino,Long Beach,2.68,13,DELIVERED,hardinamber@example.com,EMP-022,RT-022,,Should sit animal carry many ground public Congress since individual science join.
FF-122679,09/04/2021,2021-09-05,,Irvine,Los Angeles,31.07,19,DELAYED,gwilliams@example.com,EMP-042,RT-027,,Anyone executive news ask yard get pick instead machine once win.
FF-122680,2025-08-07,2025-08-08,,Fontana,Corona,27.22,36,PICKED_UP,victor90@example.com,EMP-018,RT-029,,Hard defense interview either dinner list smile include table citizen poor hotel section know.
FF-122681,2022-12-11,2022-12-16,,Ontario,Riverside,30.71,37,DELAYED,glovertodd@example.org,EMP-004,RT-004,,
FF-122682,2025-03-03,03/08/2025,,Pomona,Fontana,25.65,47,PICKED_UP,nathansmith@example.net,EMP-002,RT-002,,
FF-122683,2025-02-24,2025-02-28,,Irvine,Fontana,15.0,21,PENDING,collinsemily@example.com,EMP-013,RT-026,,Minute player get high single happen officer prepare surface herself ability star social at.
FF-122684,2023-07-10,2023-07-12,,Irvine,Los Angeles,52.94,39,IN_TRANSIT,claudiasmith@example.org,EMP-042,RT-024,,
FF-122685,2024-11-18,2024-11-19,,Los Angeles,Corona,51.58,41,PENDING,kelly41@example.com,EMP-028,RT-001,,
FF-122686,2021-10-03,2021-10-04,2021-10-04,Anaheim,Los Angeles,6.21,33,DELIVERED,williamspamela@example.com,EMP-020,RT-013,CTN659510249,Official north level response total firm.
FF-122687,2023-01-28,2023-01-31,,Irvine,Anaheim,88.03,8,DELAYED,qclayton@example.com,EMP-023,RT-023,,Have wrong avoid war together number teacher meeting score rock class decade detail require.
FF-122688,2022-06-30,2022-07-01,,San Bernardino,Ontario,96.21,41,IN_TRANSIT,crawfordraymond@example.net,EMP-049,RT-018,CTN127521499,
FF-122689,12/03/2025,2025-12-06,2025-12-07,Anaheim,Long Beach,11.66,13,DELIVERED,xmurray@example.org,EMP-007,RT-019,CTN451688399,
FF-122690,05/18/2026,2026-05-19,,Fontana,Los Angeles,58.13,4,PENDING,floydtyler@example.net,EMP-007,RT-023,,Commercial almost city peace technology.
FF-122691,2021-05-27,06/01/2021,,Fontana,Ontario,34.65,15,IN_TRANSIT,jackwalker@example.org,EMP-002,RT-020,,Right entire medical evening standard fact person short think clearly first light animal.
FF-122692,2022-06-04,2022-06-07,,Los Angeles,Pomona,29.95,28,PENDING,donnalara@example.net,EMP-024,RT-007,,Project think our sign ability nice majority worry determine left drive born rise these.
FF-122693,11/18/2024,2024-11-20,2024-11-19,Ontario,Irvine,37.37,7,DELIVERED,judystevens@example.net,EMP-013,RT-007,CTN534463676,
FF-122694,2025-03-12,03/15/2025,03/15/2025,San Bernardino,Irvine,19.22,11,DELIVERED,jared95@example.org,EMP-013,RT-017,,Every miss reason loss treat next place task still many.
FF-122695,2026-04-27,2026-05-01,2026-04-30,San Bernardino,Fontana,160.16,2,DELIVERED,erikadixon@example.org,EMP-025,RT-018,,
FF-122696,2025-09-12,09/15/2025,,Long Beach,Corona,7.22,32,IN_TRANSIT,monica60@example.net,EMP-029,RT-001,,Yeah marriage ask allow read range president important add upon generation whole.
FF-122697,02/06/2026,2026-02-09,,Anaheim,Irvine,81.21,21,IN_TRANSIT,brian45@example.com,EMP-014,RT-011,,
FF-122698,2024-04-25,04/27/2024,,Corona,Pomona,36.46,30,OUT_FOR_DELIVERY,monicapineda@example.com,EMP-010,RT-003,CTN350502496,Your health themselves control raise through manage soon.
FF-122699,2025-11-07,11/10/2025,,Los Angeles,Ontario,17.89,38,IN_TRANSIT,paynemark@example.org,EMP-037,RT-001,,We pattern body amount admit artist.
